"Company Name","Country","Industry","Employee Range","Revenue Range","Time spent","Pages viewed","Domain","Initial Page seen","Campaign","Channel"
"Devapp Tech Solutions Pvt Ltd","India","Software and Technology","20 - 49","$1M - $5M","14s","","devappsol.com","www.factors.ai/blog/saas-marketing-analytics-guide","$none","Direct"
"Ada","India","Software and Technology","500 - 999","$50M - $100M","14s","","ada.cx","www.factors.ai","$none","Direct"
"The Commerce Shop","India","Software and Technology","50 - 99","$50M - $100M","14s","","thecommerceshop.com","app.factors.ai/attribution","$none","Direct"
"SmartBear","United States","Software and Technology","500 - 999","$100M - $250M","14s","","smartbear.com","www.factors.ai","$none","Direct"
"EnterpriseDB","India","Software and Technology","500 - 999","$100M - $250M","14s","","enterprisedb.com","www.factors.ai","$none","Direct"
"Afiniti","Pakistan","Software and Technology","1,000 - 4,999","$250M - $500M","14s","","afiniti.com","www.factors.ai/blog/zoominfo-pricing","$none","Direct"
"Webtech","India","Software and Technology","$none","$500M - $1B","14s","","webtech.com","www.factors.ai","$none","Direct"
"Ailos","Brazil","Financial Services","500 - 999","$100M - $250M","14s","","ailos.coop.br","www.factors.ai/blog/leadfeeder-alternatives","$none","Organic Search"
"Tata Consultancy Services Limited","India","Business Services","10,000+","$5B+","14s","","tcs.com","app.factors.ai/login","$none","Direct"
"gro.care","India","Consumer Goods and Services","10 - 19","$1M - $5M","14s","","gro.care","app.factors.ai","$none","Direct"
"ABONLINE SOLUTIONS","France","Software and Technology","10 - 19","$10M - $25M","14s","","initiative-crm.com","www.factors.ai","$none","Direct"
"Pixis","India","Software and Technology","250 - 499","$50M - $100M","14s","","pixis.ai","www.factors.ai/blog/visitor-identification-software","$none","Direct"
"SentiSum","United Kingdom","Software and Technology","20 - 49","$1M - $5M","14s","","sentisum.com","www.factors.ai","$none","Direct"
"Truelogic","Philippines","Business Services","100 - 249","$10M - $25M","14s","","truelogic.com.ph","www.factors.ai","$none","Direct"
"SCITECH PATENT ART SERVICES","India","Business Services","100 - 249","$10M - $25M","13s","","patent-art.com","www.factors.ai/blog","$none","Direct"
"Gartner, Inc.","India","Business Services","10,000+","$2.5B - $5B","13s","","gartner.com","www.factors.ai","$none","Direct"
"Ruby Seven Studios","India","Software and Technology","100 - 249","$10M - $25M","13s","","rubyseven.com","www.factors.ai/blog/leadfeeder-vs-albacross","$none","Organic Search"
"Digital Mavericks","United States","Construction","20 - 49","$5M - $10M","13s","","maverickdigital.net","www.factors.ai/versus/leadfeeder","TD_Search_Remarketing_Competitors","Paid Search"
"CARPOL","Poland","Automotive","100 - 249","$10M - $25M","13s","","carpol.pl","app.factors.ai/profiles/people","$none","Direct"
"Paragon","United States","Software and Technology","10 - 19","$5M - $10M","13s","","useparagon.com","www.factors.ai","$none","Direct"
"Superior University","Pakistan","Education","100 - 249","$100M - $250M","13s","","superior.edu.pk","www.factors.ai/blog/intent-data-for-pipeline-part-1","TDD_RMK","Paid Social"
"OTHER CONTACTS - CLARIVATE ACCOUNT NOT FOUND","India","Printing and Publishing","10 - 19","$none","13s","","advancedresearchpublications.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"ManageArtworks","India","Software and Technology","100 - 249","$10M - $25M","13s","","manageartworks.com","app.factors.ai","$none","Direct"
"Traktor Nusantara","Indonesia","Manufacturing","20 - 49","$5M - $10M","13s","","traknus.co.id","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"Rezolve AI","Canada","Software and Technology","20 - 49","$5M - $10M","13s","","rezolve.ai","app.factors.ai/configure/engagements","$none","Direct"
"ThriveDX","United States","Education","1,000 - 4,999","$250M - $500M","13s","","thrivedx.com","www.factors.ai/blog/zoominfo-pricing","$none","Direct"
"Adfa","India","Financial Services","10 - 19","$10M - $25M","13s","","adfa.com","www.factors.ai","$none","Direct"
"RCN","Australia","Telecommunications","1,000 - 4,999","$500M - $1B","13s","","rcn.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Motorola Solutions, Inc.","United States","Telecommunications","10,000+","$5B+","13s","","motorolasolutions.com","www.factors.ai","$none","Organic Search"
"ITTEHAD CHEMICALS","Pakistan","Manufacturing","500 - 999","$50M - $100M","12s","","ittehadchemicals.com","www.factors.ai/lp/deanonymization","TDD_RMK","Paid Social"
"Unthinkable Solutions","India","Software and Technology","500 - 999","$25M - $50M","12s","","unthinkable.co","www.factors.ai/blog/sales-territory","$none","Organic Search"
"Raleigh County Schools","United States","Education","20 - 49","$1M - $5M","12s","","raleighcountyschools.org","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Growfin","India","Software and Technology","20 - 49","$5M - $10M","12s","","growfin.ai","www.factors.ai","$none","Direct"
"Entigrity","India","Business Services","5,000 - 9,999","$50M - $100M","12s","","entigritystaffing.com","www.factors.ai","$none","Direct"
"Caspio","Philippines","Software and Technology","1,000 - 4,999","$100M - $250M","12s","","caspio.com","www.factors.ai/blog/b2b-sales-and-marketing-alignment-101-guide","$none","Organic Search"
"Pawame","Kenya","Energy and Utilities","50 - 99","$50M - $100M","12s","","pawame.com","www.factors.ai","$none","Product Reviews And Listings"
"Reflections","India","Software and Technology","100 - 249","$1M - $5M","12s","","reflectionsinfos.com","www.factors.ai/blog","$none","Direct"
"Reltio","India","Software and Technology","250 - 499","$50M - $100M","12s","","reltio.com","www.factors.ai/security","$none","Direct"
"Everstage","India","Software and Technology","50 - 99","$10M - $25M","12s","","everstage.com","www.factors.ai","$none","Organic Search"
"Brett McCandlis Brown & Conner","United States","Business Services","10 - 19","$1M - $5M","12s","","brettlaw.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Coldwell Banker","India","Real Estate","1,000 - 4,999","$5B+","12s","","coldwellbankerhomes.com","www.factors.ai","$none","Direct"
"Kamal","United States","Retail and Distribution","500 - 999","$50M - $100M","12s","","kamallimited.com","app.factors.ai/settings/pricing","$none","Direct"
"Sosaley Technologies","India","Software and Technology","50 - 99","$10M - $25M","12s","","sosaley.com","www.factors.ai/product/attribution","$none","Organic Search"
"Retool","United States","Software and Technology","100 - 249","$1M - $5M","11s","","retool.com","app.factors.ai/accounts/segments/2b6a277b-8ebe-479c-816f-4b9fd2093e92","$none","Direct"
"Knovator Technologies","India","Software and Technology","20 - 49","$1M - $5M","11s","","knovator.com","app.factors.ai/accounts/segments/44388691-4db4-42e1-9b94-60c5dd587ac7","$none","Direct"
"Academia Civitas","Pakistan","Education","20 - 49","$none","11s","","civitas.org.pk","www.factors.ai/blog/intent-data-for-pipeline-part-1","TDD_RMK","Paid Social"
"BuyerAssist","India","Software and Technology","10 - 19","$1M - $5M","11s","","buyerassist.io","www.factors.ai","$none","Direct"
"Massachusetts Clean Energy Center","United States","Government","50 - 99","$25M - $50M","11s","","masscec.com","www.factors.ai","$none","Direct"
"Fox Property Management","United States","Real Estate","20 - 49","$10M - $25M","11s","","foxpropertymgmt.com","www.factors.ai","$none","Direct"
"Speridian Technologies","India","Software and Technology","1,000 - 4,999","$100M - $250M","11s","","speridian.com","www.factors.ai","$none","Organic Search"
"Skizzle Technolabs","India","Software and Technology","20 - 49","$1 - $1M","11s","","skizzle.tech","www.factors.ai/blog/saas-marketing-analytics-guide","$none","Direct"
"Addis Ababa University","Ethiopia","Education","5,000 - 9,999","$50M - $100M","11s","","aau.edu.et","www.factors.ai/versus/visitor-identification","TD_GDN_Remarketing_Competitors","Paid Search"
"Affordable Dumpster Rental, LLC","United States","Energy and Utilities","100 - 249","$10M - $25M","11s","","affordabledumpsterrental.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Storylane","United States","Software and Technology","10 - 19","$5M - $10M","11s","","storylane.io","www.factors.ai","$none","Direct"
"Hot","Pakistan","Media and Entertainment","20 - 49","$1M - $5M","10s","","hot.com","www.factors.ai","$none","Direct"
"Workhuman","Ireland","Software and Technology","1,000 - 4,999","$250M - $500M","10s","","workhuman.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"George Mason University","United States","Education","5,000 - 9,999","$500M - $1B","10s","","gmu.edu","www.factors.ai","$none","Direct"
"Chester Consultants Ltd.","New Zealand","Construction","20 - 49","$10M - $25M","10s","","chester.co.nz","www.factors.ai","$none","Direct"
"Deloitte Touche Tohmatsu","Denmark","Business Services","10,000+","$5B+","10s","","deloitte.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Direct"
"Avizva","India","Software and Technology","100 - 249","$10M - $25M","10s","","avizva.com","www.factors.ai","$none","Referral"
"Springpath","United States","Software and Technology","100 - 249","$10M - $25M","10s","","springpathinc.com","www.factors.ai/versus/visitor-queue","TD_Search_US_Deanon_Competition_Others","Paid Search"
"Nasuni","United States","Software and Technology","250 - 499","$100M - $250M","10s","","nasuni.com","www.factors.ai/blog/heap-analytics-alternatives","$none","Organic Search"
"Hydrite Chemical","United States","Manufacturing","500 - 999","$500M - $1B","10s","","hydrite.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Applied Real Tech Systems Pvt Ltd","India","Manufacturing","10 - 19","$10M - $25M","10s","","arts.net.in","www.factors.ai/blog/content-marketing-analytics-tools","$none","Organic Search"
"University Of Michigan","United States","Education","10,000+","$5B+","10s","","umich.edu","www.factors.ai/versus/lead-forensics","TD_Search_US_Deanon_Competition_Others","Paid Search"
"Wirco Products Limited","Canada","Manufacturing","10 - 19","$5M - $10M","10s","","wircoproducts.com","www.factors.ai","$none","Organic Search"
"E-con Systems","India","Manufacturing","250 - 499","$10M - $25M","10s","","e-consystems.com","www.factors.ai/pricing","$none","Direct"
"Fluence Energy","United States","Energy and Utilities","250 - 499","$500M - $1B","10s","","fluenceenergy.com","www.factors.ai/customer-agreement","$none","Direct"
"Theatre Development Fund","United States","Media and Entertainment","100 - 249","$10M - $25M","10s","","tdf.org","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Data Domain","United States","Software and Technology","10,000+","$none","10s","","datadomain.com","www.factors.ai/blog/top-7-marketing-attribution-tools","$none","Organic Search"
"Ewee","Canada","Telecommunications","20 - 49","$1M - $5M","10s","","e-wee.com","www.factors.ai/blog/leadfeeder-alternatives","$none","Organic Search"
"Bullla","Brazil","Financial Services","100 - 249","$10M - $25M","10s","","bullla.com.br","www.factors.ai","$none","Organic Search"
"Sphere Software","United States","Business Services","100 - 249","$5M - $10M","10s","","sphereinc.com","www.factors.ai/blog/zoominfo-pricing","$none","Direct"
"Institute Of Public Administration","Saudi Arabia","Education","1,000 - 4,999","$100M - $250M","10s","","ipa.edu.sa","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Estuate","India","Software and Technology","250 - 499","$50M - $100M","10s","","estuate.com","www.factors.ai/data-processing-agreement","$none","Direct"
"Rtyhwrty","France","Financial Services","250 - 499","$100M - $250M","10s","","dfgfd.com","www.factors.ai","$none","Direct"
"Traceable","Canada","Software and Technology","100 - 249","$5M - $10M","10s","","traceable.ai","www.factors.ai","$none","Direct"
"County Of Baltimore, MD","United States","Government","10,000+","$250M - $500M","9s","","baltimorecountymd.gov","app.factors.ai/login","$none","Direct"
"Sunrise Community Health","United States","Healthcare and Medical","250 - 499","$25M - $50M","9s","","nocoha.org","www.factors.ai","$none","Direct"
"Atlas Copco","Pakistan","Manufacturing","10,000+","$5B+","9s","","atlascopco.com","www.factors.ai/blog/content-marketing-analytics-tools","$none","Organic Search"
"Keywee","United States","Software and Technology","20 - 49","$1M - $5M","9s","","anyword.com","app.factors.ai/login","$none","Direct"
"Cross Keys Capital","United States","Financial Services","20 - 49","$1M - $5M","9s","","ckcap.com","www.factors.ai/versus/lead-forensics","TD_Search_US_Deanon_Competition_Others","Paid Search"
"Capsule","United States","Retail and Distribution","500 - 999","$100M - $250M","9s","","capsule.com","app.factors.ai","$none","Direct"
"New North","United States","Business Services","10 - 19","$1M - $5M","9s","","newnorth.com","www.factors.ai","$none","Organic Search"
"Brain Station 23","Bangladesh","Software and Technology","100 - 249","$50M - $100M","9s","","brainstation-23.com","app.factors.ai/reports/visitor_report","$none","Direct"
"Elisa Oyj","Finland","Telecommunications","5,000 - 9,999","$1B - $2.5B","9s","","elisa.fi","www.factors.ai/blog/lead-scoring-models-explained","$none","Organic Search"
"Formlabs","India","Business Services","500 - 999","$100M - $250M","9s","","formlabs.com","www.factors.ai/product-tour","$none","Direct"
"Inches N Feet","India","Construction","10 - 19","$none","9s","","inchesnfeet.com","www.factors.ai/competitors/dealfront","TD_Search_India_Deanon_Competition","Paid Search"
"Frontier Business Systems","India","Software and Technology","500 - 999","$250M - $500M","9s","","frontier.in","www.factors.ai/versus/clearbit","TD_Search_India_Deanon_Competition","Paid Search"
"MultiChoice","Zimbabwe","Media and Entertainment","1,000 - 4,999","$500M - $1B","9s","","multichoice.com","www.factors.ai/blog/understanding-the-b2b-sales-funnel","$none","Direct"
"Impelsys","India","Software and Technology","500 - 999","$100M - $250M","9s","","impelsys.com","www.factors.ai","$none","Direct"
"Schefers Roofing Co.","United States","Construction","20 - 49","$10M - $25M","9s","","schefersroofing.com","www.factors.ai/versus/lead-forensics","$none","Direct"
"DI Labs","United States","Business Services","20 - 49","$5M - $10M","9s","","dilabs.cc","app.factors.ai","$none","Direct"
"Classic Envelope, Inc.","United States","Manufacturing","50 - 99","$25M - $50M","9s","","classicenvelope.com","www.factors.ai","$none","Direct"
"Planco","Canada","Software and Technology","10 - 19","$1M - $5M","9s","","planco.ca","www.factors.ai/lp/deanonymization","TDD_RMK","Paid Social"
"Master Route","France","Software and Technology","20 - 49","$1M - $5M","9s","","masteroute.com","www.factors.ai/blog/intent-data-for-pipeline-part-1","TDD_RMK","Paid Social"
"BT","India","Telecommunications","10,000+","$5B+","9s","","bt.com","app.factors.ai/reports/2001033","$none","Direct"
